disease	mesh_id
thromboembolic	D013923
pseudomonas aeruginosa lung infections	D011552
sinus infections	D007239
urethral gonorrhea	D006069
neisseria gonorrhoeae	D006069
gonoccocal urethritis	D014526
interstitial cystitis	D018856
addison's disease	D000224
salt-losing androgenital syndrome	D013577
allogeneic renal, hepatic, or cardiac transplants	D017202
autoimmune hepatitis	D019693
lupus-associated nephritis	D009393
withdrawal syndrome	D013375
dermal necrosis	D060487
left ventricular failure	D006333
coronary vasoconstriction	D003323
acute nonlymphocytic leukemia	D015470
histaminic cephalalgia	D003027
muscle spasticity	D009128
uncomplicated urinary tract infections	D014552
senile dementia	D000544
migraines of vascular origin	D014012
infarction	D007238
benign prostatic hyperplasia	D011470
ureteral stones	D014514
prostatitis	D011472
esophageal cancer	D004938
filarial diseases	D004194
loiasis	D008118
lymphatic filariasis	D004605
anklosing spondylitis	D013166
dysmenorrhea	D004412
tendonitis	D052256
staphylococci infections	D007239
advanced parkinson's disease	D020734
premature ejaculation	D061686
ibs	D043183
endometriosis-related pain	D010146
upper respiratory mucosal congestion	D012141
perennial and allergic rhinitis	D012221
actinic keratoses on the face or scalp	D055623
peptic ulcers	D010437
chest pain	D002637
anginal attacks	D016584
coronary spasm	D003329
hypertensive emergencies	D004630
threadworm	D017229
cutaneous larva migrans	D007815
creeping eruption	D007815
visceral larva migrans	D007816
non-insulin dependent-diabetes mellitus	D003924
autistic disorder	D001321
dementia of the alzheimer type	D000544
tinea pedis	D014008
gastrointestinal bleeds	D006471
radiation sickness	D011832
meniere s syndrome	D008575
labyrinthitis	D007762
vestibular disturbances	D014717
pneumocystis carinii	D011020
amyotrophic lateral sclerosis	D000690
als	D000690
gehrig's disease	D000690
renal failure	D051437
eds	D004535
colicky abdominal pain	D003085
bradycardia	D001919
seasonal and perennial allergic rhinitis	D006255
itching	D011537
melancholia	D009497
acute promyelocytic leukemia	D015473
apl	D015473
flat warts	D014860
ichthyosis congenita	D017490
icthyosis vulgaris	D007057
lamellar icthyosis	D007057
keratosis	D007642
palmaris et plantaris	C563185
epidermolytic hyperkeratosis	D017488
senile keratosis	D017492
keratosis follicularis	D007644
darier's disease	D007644
basal cell carcinomas	D002280
mottled hyperpigmentation	D017495
gram-positive infection	D016908
acs	D000168
peripheral arterial disease	D058729
brill-zinsser disease	D014438
upper respiratory infections	D012141
h	D000848
pneumophila	D007877
bacterial meningitis	D016920
small cell lung cancer	D055752
graves' disease	D006111
hyperthyroid symptoms	D006980
seasonal allergic and perennial allergic rhinitis	D012221
intraabdominal infections	D059413
steroid-responsive dermatoses	D012871
cramps	D009120
testicular tumors	D013736
non-lymphocytic leukemia	D007951
glioblastoma multiforme	D005909
respiratory tract, urinary and soft tissue infections	D018461
neurotic or atypical depression	D009497
leaden paralysis	D010243
neurotic depression	D009497
personality disorder	D010554
neuroses	D009497
drug use disorders	D019966
hyperhidrosis	D006945
androgen-dependent prostate cancer	C537243
cardiovascular or thromboembolic disease	D013923
cancers	D002277
herpes labialis	D006560
herpetic keratitis	D016849
musculoskeletal inflammation	D007249
brain	D001927
lesions	D030981
stable coronary disease	D003327
hypersensitivity reactions	D006967
fungal (tinea) skin infections	D009181
athlete's foot	D014008
ringworm	D014005
grand mal, psychomotor, and focal epileptic seizures	D004827
crohn's disease	D003424
lameness	D007794
chronic occlusive arterial disease of the limbs	D001157
paralysis of the ciliary muscle of the eye	D009886
refractive errors	D012030
chronic	D002908
hepatitis c virus (hcv) infection	D006526
hcv genotype 1a and 4 infections	D020031
breakthrough pain	D059390
jra	D001171
dental or post-surgical pain	D010146
sls	D016111
bacterial infection of respiratory tract, urinary tract, gi, cns and immuno compromised	D020806
joint pain	D018771
post-surgical pain	D010146
peripheral vascular diseases	D016491
cerebrovascular insufficiency	D002561
sore mouth	D004474
sore throat	D010612
fungal blepharitis	D001762
psychoneurosis	D009497
tremor	D014202
acute delirium tremens	D000430
skeletal muscle spasm	D013035
reflex spasm	D013035
upper motor neuron disorders	D016472
paraplegia	D010264
athetosis	D001264
stiff man syndrome	D016750
myoclonus	D009207
nervous dental	D014076
depressive	D009497
ear, lung, skin, throat, and urinary tract infections	D014552
hypercortisolism	D003480
glucose intolerance	D018149
cold	D029424
itchy eyes	D001248
inflammatory bowel disease	D015212
corticosteroid-responsive dermatoses of the scalp	D012536
non-insulin dependent diabetes mellitus	D003924
type ii	D009081
dryness	D014987
eye diseases	D005128
cardiac decompensation	D006333
vascular dementia	D015140
lewy body dementia	D020961
lepromatous leprosy	D015440
antimycobacterial leprosy	D007918
nephropathic cystinosis	D003554
cystinosis	D003554
head/neck cancer	D006258
anaplastic astrocytoma	D001254
actinic keratoses of the face or scalp	D055623
injuries	D014947
tic douloureux	D014277
neuropathic disorder	D008575
facial pain	D005157
fungal skin and nail infections	D009181
wilson's disease	D006527
cystinuria	D003555
endocrine, rheumatic, and hematologic disorders	D006402
collagen, dermatologic, ophthalmic, respiratory, and gastrointestinal diseases	D005767
allergic and edematous	D004487
musculoskeletal trauma	D014947
gastric acid hypersecretion	D011015
benign gastric ulcers	D013276
premature labour	D007752
pupil constriction	D015877
obstructive airway disease	D008173
preterm labor	D007752
euvolemic or hypervolemic hyponatremia	D007010
pulmonary disorders	D008171
post-operative inflammation	D007249
congested chests	D005660
breathing illnesses	D009058
gingivitis	D005891
pocket depth	D007222
periodontitis	D010518
hiv-1 infections	D015658
polycystic ovary syndrome	D011085
itching of the eyes	D011537
hepatic and renal disease	D008107
chronic myelocytic or chronic lymphocytic leukemia	D015451
polycythemia vera	D011087
bronchogenic carcinoma	D002283
atrophic vaginitis	D059268
kraurosis vulvae	D007724
pyoderma gangrenosum	D017511
non-dialysis dependent-chronic kidney disease	D007674
anterior uveitis	D014606
neurolysis of nerves or ganglia	D001845
intractable chronic pain	D010148
pruritic skin disorders	D012871
liver failure	D017093
eyelash hypotrichosis	D007039
partial seizures	D004828
hyperparathyroidism	D006961
trichomoniasis	D014245
giardiasis	D005873
amebic liver abscess	D008101
bacterial vaginosis	D016585
amebiasis	D004749
anaerobic infections	D007239
bacteroides species infections	D001442
clostridium infections	D003015
fusobacterium infections	D005674
peptococcus and peptostreptococcus infections	D007239
rosacea	D012393
helicobacter pylori infection	D016481
periodontal disease	D010510
intrauterine fetal death	D005313
nonmetastatic gestational trophoblastic disease	D006828
acute migraine headache	D008881
atopic asthmatic	D001249
itching of the eye	D011537
heart disease	D006331
cerebral or spinal cord disease	D013118
phaeochromocytoma	D010673
multiple endocrine neoplasias	D009377
gastroesophageal reflux	D005764
critically-ill	D016638
myelodysplastic syndrome	D009190
acute myelogenous leukemia	D015470
chronic myelomonocytic leukemia	D015477
miscarriages	D000022
post partum hemorrhage	D006473
hiv	D015658
alcoholism and psychoneuroses	D000437
involutional melancholia	D003865
depressive neurosis	D009497
irritations of the eye	D001248
keratosis pilaris	C537412
warts	D014860
acute and chronic rheumatoid arthritis	D001171
biliary dyskinesia	D001657
reflex neurogenic bladder	D001750
neck and back pain	D019547
sprains	D013180
fractures	D057068
myositis	D009220
migraine pain	D010146
photophobia	D020795
phonophobia	D012001
cardiovascular death	D014381
transient ischemic attacks	D002546
chronic coronary artery disease	D003324
cad	D003324
thromboembolic disease	D013923
venous thrombosis	D020246
infections of the lungs, urinary tract, and skin	D013207
aplastic anemia	D000741
acute bronchitis	D001991
tonsilitis	D014069
septicaemia	D018805
skin and soft-tissue infection	D013207
wounds	D014947
peri-operative infections	D007239
advanced ovarian carcinoma	D010051
ovarian carcinoma	D010051
ophthalmic	D009877
hematologic	D006402
edematous	D004487
gastrointestinal, nervous system, and other disorders	D001342
ventricular tachycardias	D017180
cataract	D002386
perennial (non-seasonal) allergic rhinitis	D012221
diarrhea-predominant irritable bowel syndrome	D043183
gi abnormalities	D005767
ewing's sarcoma	D012512
metastatic, nonseminomatous testicular cancer	D013736
tinea versicolor	D014010
dandruff	D063807
sitosterolemia	C537345
phytosterolemia	C537345
bronchiolitis	D001988
lobar (pneumococcal) pneumonia	D011014
bacterial infections of the respiratory tract	D012141
nodular acne	D006044
deficient red cell production anemias	D000755
breast carcinoma	D001943
hereditary angioedema	D054179
antithrombin iii deficiency	D020152
fibrinogen excess	D015835
turner's	D014424
acute non-lymphocytic leukemia	D015470
chronic myelocytic leukemia	D015464
shock syndrome	D012769
endotoxic septicemia	D018805
chronic cardiac decompensation	D006333
alzheimer's	D000544
non-hyperkeratotic actinic keratoses of the face and scalp	D055623
hepatic coma	D006501
portal-system encephalopathy	D006501
inflammatory arthritis	D001168
peripheral neuropathic pain	D009437
acute myeloblastic leukemia	D015470
wilms  tumor	D009396
soft tissue and bone sarcomas	D012509
transitional cell bladder carcinoma	D002295
thyroid carcinoma	D013964
gastric carcinoma	D013274
hodgkin s disease	D006689
vernal keratoconjunctivitis	D003233
vernal keratitis	D007634
cytomegalovirus (cmv) retinitis	D017726
cytomegalovirus (cmv) disease	D003586
cmv infections	D003586
melanoma	D008545
carcinoma of the ovary	D010051
sickle-cell anemia	D000740
moniliasis	D002180
chronic myelogenous  (myeloid, myelocytic, granulocytic) leukemia	D015464
nonmalignant diseases	D004194
musculotendinous trauma	D014947
parathyroid carcinoma	D010282
bacillary dysentery	D004405
type 2	D009081
inflammatory lesions of acne vulgaris	D000152
nonobstructive (functional) urinary retention	D016055
neurogenic atony of the urinary bladder	D001750
oedema	D004487
hypoprothrombinaemia	D007020
aphthous ulcers	D013281
blastomycosis	D001759
coccidioidomycosis	D003047
histoplasmosis	D006660
chromomycosis	D002862
gout attacks	C563162
acute lymphatic leukemia	D054198
urinary frequency	D052878
urge incontinence	D053202
amyloidosis	D000686
alzheimer's dementia	D000544
abscesses	D000038
s	C563052
dementiform illness	D002908
neurological disease	D009422
dental pain	D010146
spondylitis	D013166
orofacial pain	D005157
aches	D010146
pains	D010146
pericarditis	D010493
endocarditis	D004696
schistosoma	D012554
bacterial infections of the ear, nose, throat, genitourinary tract, skin, skin structure	D013207
detrusor muscle overactivity	D009122
neurological condition	D009422
spina bifida	D016135
heart block	D006327
shift-work disorder	D020178
circadian rhythm disorders	D021081
circadian rhythm sleep disorders	D020178
mental retardation	D008607
autism	D001321
developmental disabilities	D002658
delayed sleep phase syndrome	D020178
dsps	D020178
skin and skin-structure infections	D013207
akinetic, and myoclonic seizures	D004831
petit mal	D004832
epileptic disease	D004827
absence seizures	D004832
tonic	D004829
myoclonic seizures	D004831
myoclonus and associated abnormal movements	D020820
generalized epilepsy	D004829
allergic skin reactions	D006967
respiratory symptoms	D012120
pseudohypoparathyroidism	C537045
hypophosphatemia	D017674
fanconi syndrome	D005198
acidosis	D000138
pruritis	D011537
allergic rashes	D003233
total hip replacement of spinal cord injury	D013119
congestive cardiac insufficiency	D004487
infantile spasms	D013036
tularemia	D014406
m. avium	D005586
xerostomia	D014987
sj&ouml;grens syndrome	D013577
dermatologic infections	D007239
tinea	D014005
pityriasis	D010915
chd	D003327
schistosomiasis	D012552
type iii hyperlipoproteinemia	D006952
cardiovascular or cerebrovascular events	D002537
urinary system infections	D014552
motor and phonic tics	D013981
tourette's disorder	D005879
advanced gastric cancer	D013274
artery disease	D014652
cutaneous leishmaniasis	D016773
malignant effusions	D016066
sad	D016574
post stroke depression	D019052
migraine prophylaxis	D003027
neurocardiogenic syncope	D019462
deep venous thrombosis	D020246
diaper dermatitis	D003963
vaginal yeast infections	D014848
cutaneous candidiasis	D002179
impotence	D007172
pcp	D010623
vf	D014693
insulinoma	D007340
coronary occlusion	D054059
bph	D011470
advanced prostatic cancer	D011471
gastroinetestinal bleeds	D004844
congenital cerebral palsy	D002547
polyarteritis nodosa	D010488
inhalational anthrax	C571912
chronic pulmonary _pseudomonas aeruginosa_ infections	D008174
manic-depressive disorders	D001714
involutional depression	D003865
manic-depressive disorder	D001714
phobias	D010698
panic	D016584
sleep disorder	D012893
head and neck cancer	D006258
dysuria	D053159
suprapubic pain	D010146
depressive syndromes	D003866
chronic peripheral neuropathic pain	D009437
interdigital tinea pedis	D014008
c	C563843
affective disorder	D019964
