drugbank_id	name	cas_num	type	disease	MeSHID
DB00092	Alefacept	222535-22-0	biotech	plaque psoriasis	BERN:256558801
DB00093	Felypressin	56-59-7	small molecule	ischaemia	"MESH:D007511	BERN:256051801"
DB00094	Urofollitropin	97048-13-0	biotech	female infertility	"MESH:D007247	BERN:107538101"
DB00095	Efalizumab	214745-43-4	biotech	plaque psoriasis	BERN:256558801
DB00097	Choriogonadotropin alfa	177073-44-8	biotech	female infertility	"MESH:D007247	BERN:107538101"
DB00098	Antithymocyte immunoglobulin (rabbit)	308067-60-9	biotech	renal transplant rejection	BERN:260621001
DB00099	Filgrastim	121181-53-1	biotech	febrile neutropenia	"MESH:D064147	BERN:106998901"
DB00099	Filgrastim	121181-53-1	biotech	nonmyeloid malignancies	"MESH:D016609	BERN:255610701"
DB00099	Filgrastim	121181-53-1	biotech	neutropenia	"MESH:D009503	BERN:260236401"
DB00099	Filgrastim	121181-53-1	biotech	fever	"MESH:D005334	BERN:257799801"
DB00099	Filgrastim	121181-53-1	biotech	fever	"MESH:D005334	BERN:257799801"
DB00099	Filgrastim	121181-53-1	biotech	acute myeloid leukemia	"MESH:D015470	OMIM:601626	BERN:107418901"
DB00099	Filgrastim	121181-53-1	biotech	aml	"MESH:D015470	OMIM:601626	BERN:107418901"
DB00099	Filgrastim	121181-53-1	biotech	neutropenia	"MESH:D009503	BERN:260236401"
DB00099	Filgrastim	121181-53-1	biotech	neutropenia	"MESH:D009503	BERN:260236401"
DB00099	Filgrastim	121181-53-1	biotech	febrile neutropenia	"MESH:D064147	BERN:106998901"
DB00099	Filgrastim	121181-53-1	biotech	nonmyeloid malignancies	"MESH:D016609	BERN:255610701"
DB00099	Filgrastim	121181-53-1	biotech	neutropenia	"MESH:D009503	BERN:260236401"
DB00099	Filgrastim	121181-53-1	biotech	fever	"MESH:D005334	BERN:257799801"
DB00099	Filgrastim	121181-53-1	biotech	oropharyngeal ulcers	"MESH:D014456	BERN:255105301"
DB00099	Filgrastim	121181-53-1	biotech	congenital neutropenia  cyclic neutropenia	"MESH:C536227	OMIM:162800	BERN:256661901"
DB00099	Filgrastim	121181-53-1	biotech	neutropenia	"MESH:D009503	BERN:260236401"
DB00099	Filgrastim	121181-53-1	biotech	myelosuppression	BERN:257701201
DB00100	Coagulation Factor IX (Recombinant)	181054-95-5	biotech	hemophilia	"OMIM:306700	MESH:D006467	BERN:106913601"
DB00100	Coagulation Factor IX (Recombinant)	181054-95-5	biotech	christmas disease	"MESH:D002836	OMIM:306900	BERN:107485101"
DB00102	Becaplermin	165101-51-9	biotech	skin ulcers	"MESH:D012883	BERN:106939001"
DB00102	Becaplermin	165101-51-9	biotech	diabetes	BERN:258006601
DB00103	Agalsidase beta	104138-64-9	biotech	fabry's disease	"OMIM:301500	MESH:D000795	BERN:106905301"
DB00103	Agalsidase beta	104138-64-9	biotech	alpha-galactosidase a deficiency	"OMIM:301500	MESH:D000795	BERN:106905301"
DB00104	Octreotide	83150-76-9	small molecule	acromegaly	"MESH:D000172	BERN:254832401"
DB00104	Octreotide	83150-76-9	small molecule	diarrhea	"MESH:C565627	BERN:262553601"
DB00104	Octreotide	83150-76-9	small molecule	carcinoid tumors	"MESH:D002276	BERN:106906801"
DB00104	Octreotide	83150-76-9	small molecule	tumors	BERN:256225101
DB00104	Octreotide	83150-76-9	small molecule	acromegaly	"MESH:D000172	BERN:254832401"
DB00105	Interferon alfa-2b	98530-12-2	biotech	hairy cell leukemia	"MESH:D007943	BERN:107429101"
DB00105	Interferon alfa-2b	98530-12-2	biotech	malignant melanoma	"MESH:D008545	BERN:106971601"
DB00105	Interferon alfa-2b	98530-12-2	biotech	aids-related kaposi's sarcoma	BERN:257226101
DB00106	Abarelix	183552-38-7	small molecule	advanced prostate cancer	"OMIM:176807	MESH:D011471	BERN:107535701"
DB00108	Natalizumab	189261-10-7	biotech	multiple sclerosis	"MESH:D009103	OMIM:126200	BERN:106970401"
DB00109	Enfuvirtide	159519-65-0	biotech	hiv-1/aids	CUI-less
DB00110	Palivizumab	188039-54-5	biotech	respiratory diseases	"MESH:D012120	BERN:259440601"
DB00111	Daclizumab	152923-56-3	biotech	renal transplant rejection	BERN:260621001
DB00112	Bevacizumab	216974-75-3	biotech	metastatic colorectal cancer	"MESH:D009362	BERN:4300301"
DB00112	Bevacizumab	216974-75-3	biotech	non-squamous non-small cell lung cancer	"MESH:D002289	BERN:107402101"
DB00112	Bevacizumab	216974-75-3	biotech	metastatic renal cell carcinoma	"OMIM:144700	MESH:D002292	BERN:107395701"
DB00112	Bevacizumab	216974-75-3	biotech	cervical cancer	"OMIM:603956	MESH:D002583	BERN:107352601"
DB00112	Bevacizumab	216974-75-3	biotech	peritoneal cancer	BERN:256286801
DB00112	Bevacizumab	216974-75-3	biotech	epithelial ovarian cancer	"MESH:C538090	BERN:262477301"
DB00112	Bevacizumab	216974-75-3	biotech	fallopian tube cancer	"MESH:D005185	BERN:107347401"
DB00112	Bevacizumab	216974-75-3	biotech	glioblastoma	BERN:260568201
DB00112	Bevacizumab	216974-75-3	biotech	covid-19 complications	BERN:255492601
DB00112	Bevacizumab	216974-75-3	biotech	acute respiratory distress syndrome	"MESH:D012128	BERN:107294601"
DB00112	Bevacizumab	216974-75-3	biotech	ards	"MESH:D012128	BERN:107294601"
DB00112	Bevacizumab	216974-75-3	biotech	acute lung injury	"MESH:D055371	BERN:106989501"
DB00112	Bevacizumab	216974-75-3	biotech	ali	CUI-less
DB00113	Technetium Tc-99m arcitumomab	154361-49-6	biotech	colorectal tumors	"MESH:D015179	OMIM:114500	BERN:106936601"
DB00115	Cyanocobalamin	68-19-9	small molecule	vitamin b12 deficiency	"MESH:D014806	BERN:107452001"
DB00115	Cyanocobalamin	68-19-9	small molecule	vitamin b12 deficiencies	"MESH:D014806	BERN:107452001"
DB00115	Cyanocobalamin	68-19-9	small molecule	neurologic manifestations	"MESH:D009461	BERN:263470801"
DB00115	Cyanocobalamin	68-19-9	small molecule	vitamin b12 deficiency	"MESH:D014806	BERN:107452001"
DB00115	Cyanocobalamin	68-19-9	small molecule	malabsorption	BERN:256895601
DB00115	Cyanocobalamin	68-19-9	small molecule	addisonian (pernicious) anemia	"MESH:D000752	BERN:107427901"
DB00115	Cyanocobalamin	68-19-9	small molecule	gluten enteropathy	"MESH:D002446	OMIM:212750	BERN:106997901"
DB00115	Cyanocobalamin	68-19-9	small molecule	small bowel bacterial overgrowth	BERN:260725001
DB00115	Cyanocobalamin	68-19-9	small molecule	malignancy of the pancreas or bowel	BERN:258004301
DB00115	Cyanocobalamin	68-19-9	small molecule	folic acid deficiency	"MESH:D005494	BERN:107465901"
DB00115	Cyanocobalamin	68-19-9	small molecule	thyrotoxicosis	"OMIM:275000	MESH:D006111	BERN:106998401"
DB00115	Cyanocobalamin	68-19-9	small molecule	hemolytic anemia	"MESH:D000743	BERN:107364301"
DB00115	Cyanocobalamin	68-19-9	small molecule	hemorrhage	BERN:254381201
DB00115	Cyanocobalamin	68-19-9	small molecule	malignancy	BERN:258004301
DB00115	Cyanocobalamin	68-19-9	small molecule	malabsorption	BERN:256895601
DB00117	Histidine	71-00-1	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB00117	Histidine	71-00-1	small molecule	anemia	"MESH:D000740	BERN:254431001"
DB00117	Histidine	71-00-1	small molecule	uremia	"MESH:D014511	BERN:255421701"
DB00118	Ademetionine	29908-03-0	small molecule	depression	BERN:267406001
DB00118	Ademetionine	29908-03-0	small molecule	liver disorders	"MESH:D008107	BERN:254566301"
DB00118	Ademetionine	29908-03-0	small molecule	fibromyalgia	"MESH:D005356	BERN:106981001"
DB00118	Ademetionine	29908-03-0	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00120	Phenylalanine	63-91-2	small molecule	depression	BERN:267406001
DB00120	Phenylalanine	63-91-2	small molecule	vitiligo	"OMIM:606579	BERN:106909201"
DB00120	Phenylalanine	63-91-2	small molecule	tardive dyskinesia	"MESH:D009069	BERN:106989301"
DB00120	Phenylalanine	63-91-2	small molecule	schizophrenic	"OMIM:181500	MESH:D012559	BERN:260079301"
DB00123	L-Lysine	56-87-1	small molecule	herpes simple	
DB00126	Ascorbic acid	50-81-7	small molecule	vitamin c deficiency	"MESH:D001206	BERN:107502701"
DB00126	Ascorbic acid	50-81-7	small molecule	scurvy	BERN:3449001
DB00130	L-Glutamine	56-85-9	small molecule	sickle cell disease	"OMIM:603903	MESH:D000755	BERN:107354701"
DB00135	Tyrosine	60-18-4	small molecule	narcolepsy	"MESH:D009290	OMIM:605841	BERN:106907601"
DB00135	Tyrosine	60-18-4	small molecule	chronic fatigue	"MESH:D015673	BERN:258385901"
DB00136	Calcitriol	32222-06-3	small molecule	vitamin d deficiency	"MESH:D014808	BERN:106978801"
DB00136	Calcitriol	32222-06-3	small molecule	insufficiency	"MESH:D048550	BERN:107488101"
DB00136	Calcitriol	32222-06-3	small molecule	vitamin d resistant rickets	"MESH:D063730	BERN:107384501"
DB00136	Calcitriol	32222-06-3	small molecule	familial hypophosphatemia	"MESH:D007015	BERN:107274101"
DB00136	Calcitriol	32222-06-3	small molecule	hypoparathyroidism	"MESH:D007011	BERN:2171201"
DB00136	Calcitriol	32222-06-3	small molecule	hypocalcemia	"MESH:D006996	BERN:260983301"
DB00136	Calcitriol	32222-06-3	small molecule	renal osteodystrophy	"MESH:D012080	BERN:107488701"
DB00136	Calcitriol	32222-06-3	small molecule	chronic renal failure	"MESH:D007676	BERN:107351201"
DB00136	Calcitriol	32222-06-3	small molecule	osteoporosis	BERN:257900501
DB00138	Cystine	56-89-3	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00138	Cystine	56-89-3	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB00140	Riboflavin	83-88-5	small molecule	ariboflavinosis	"MESH:D012257	BERN:107515101"
DB00140	Riboflavin	83-88-5	small molecule	vitamin b2 deficiency	"MESH:D012257	BERN:107515101"
DB00141	N-Acetylglucosamine	7512-17-6	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00142	Glutamic acid	56-86-0	small molecule	ulcers	"MESH:D014456	BERN:255105301"
DB00142	Glutamic acid	56-86-0	small molecule	alcoholism	"MESH:D000437	OMIM:103780	BERN:106984301"
DB00142	Glutamic acid	56-86-0	small molecule	schizophrenia	"OMIM:181500	MESH:D012559	BERN:260079301"
DB00144	Phosphatidyl serine	1446756-47-3	small molecule	cognitive impairment	BERN:267406901
DB00144	Phosphatidyl serine	1446756-47-3	small molecule	alzheimer's disease	"MESH:D000544	OMIM:104300	BERN:106965801"
DB00144	Phosphatidyl serine	1446756-47-3	small molecule	memory impairment	"MESH:D008569	BERN:257534001"
DB00144	Phosphatidyl serine	1446756-47-3	small molecule	alzheimer's dementias	"MESH:D000544	OMIM:104300	BERN:106965801"
DB00146	Calcifediol	19356-17-3	small molecule	vitamin d deficiency	"MESH:D014808	BERN:106978801"
DB00146	Calcifediol	19356-17-3	small molecule	insufficiency	"MESH:D048550	BERN:107488101"
DB00146	Calcifediol	19356-17-3	small molecule	vitamin d resistant rickets	"MESH:D063730	BERN:107384501"
DB00146	Calcifediol	19356-17-3	small molecule	familial hypophosphatemia	"MESH:D007015	BERN:107274101"
DB00146	Calcifediol	19356-17-3	small molecule	hypoparathyroidism	"MESH:D007011	BERN:2171201"
DB00146	Calcifediol	19356-17-3	small molecule	hypocalcemia	"MESH:D006996	BERN:260983301"
DB00146	Calcifediol	19356-17-3	small molecule	renal osteodystrophy	"MESH:D012080	BERN:107488701"
DB00146	Calcifediol	19356-17-3	small molecule	chronic renal failure	"MESH:D007676	BERN:107351201"
DB00146	Calcifediol	19356-17-3	small molecule	osteoporosis	BERN:257900501
DB00149	Leucine	61-90-5	small molecule	trauma	"MESH:D014947	BERN:266858501"
DB00150	Tryptophan	73-22-3	small molecule	depression	BERN:267406001
DB00151	Cysteine	52-90-4	small molecule	liver damage	BERN:257406101
DB00151	Cysteine	52-90-4	small molecule	kidney damage	BERN:260291001
DB00152	Thiamine	70-16-6	small molecule	thiamine and niacin deficiency	"MESH:D013832	MESH:D010383	BERN:106950601	BERN:107541501"
DB00152	Thiamine	70-16-6	small molecule	korsakov's alcoholic psychosis	"MESH:D011604	BERN:256852701"
DB00152	Thiamine	70-16-6	small molecule	wernicke-korsakov syndrome	"OMIM:277730	MESH:D020915	BERN:255413601"
DB00152	Thiamine	70-16-6	small molecule	delirium	"MESH:D003693	BERN:257143401"
DB00152	Thiamine	70-16-6	small molecule	peripheral neuritis	"MESH:D009443	BERN:106999801"
DB00153	Ergocalciferol	50-14-6	small molecule	hypoparathyroidism	"MESH:D007011	BERN:2171201"
DB00153	Ergocalciferol	50-14-6	small molecule	rickets	BERN:257224801
DB00153	Ergocalciferol	50-14-6	small molecule	familial hypophosphatemia	"MESH:D007015	BERN:107274101"
DB00153	Ergocalciferol	50-14-6	small molecule	hypoparathyroidism	"MESH:D007011	BERN:2171201"
DB00153	Ergocalciferol	50-14-6	small molecule	rickets	BERN:257224801
DB00153	Ergocalciferol	50-14-6	small molecule	deficiency in vitamin d, calcium or phosphorus	"MESH:D001361	BERN:107425401"
DB00153	Ergocalciferol	50-14-6	small molecule	renal diseases	"MESH:D007674	BERN:106971401"
DB00153	Ergocalciferol	50-14-6	small molecule	familial hypophosphatemia	"MESH:D007015	BERN:107274101"
DB00153	Ergocalciferol	50-14-6	small molecule	osteomalacia	"MESH:D010018	BERN:259896801"
DB00153	Ergocalciferol	50-14-6	small molecule	bone softening	BERN:254548201
DB00153	Ergocalciferol	50-14-6	small molecule	rickets	BERN:257224801
DB00157	NADH	58-68-4	small molecule	parkinson's disease	"MESH:D010300	BERN:106971001"
DB00157	NADH	58-68-4	small molecule	chronic fatigue syndrome	"MESH:D015673	BERN:258385901"
DB00157	NADH	58-68-4	small molecule	alzheimer's disease	"MESH:D000544	OMIM:104300	BERN:106965801"
DB00157	NADH	58-68-4	small molecule	cardiovascular disease	"MESH:D002318	BERN:257597401"
DB00158	Folic acid	59-30-3	small molecule	folic acid deficiency	"MESH:D005494	BERN:107465901"
DB00158	Folic acid	59-30-3	small molecule	megaloblastic anemia	"MESH:D000749	BERN:107428101"
DB00158	Folic acid	59-30-3	small molecule	anemias	"MESH:D000740	BERN:254431001"
DB00159	Icosapent	10417-94-4	small molecule	hyperglyceridemic	CUI-less
DB00159	Icosapent	10417-94-4	small molecule	cystic fibrosis	"OMIM:219700	MESH:D003550	BERN:106986301"
DB00159	Icosapent	10417-94-4	small molecule	type 2 diabetics	"MESH:D003924	OMIM:125853	BERN:106906101"
DB00159	Icosapent	10417-94-4	small molecule	diabetic nephropathy	"MESH:D003928	BERN:106988001"
DB00161	Valine	72-18-4	small molecule	hepatic encephalopathy	"MESH:D006501	BERN:107000101"
DB00161	Valine	72-18-4	small molecule	phenylketonuria	"MESH:D010661	OMIM:261600	BERN:106918201"
DB00162	Vitamin A	68-26-8	small molecule	vitamin a deficiency	"MESH:D014802	BERN:106989201"
DB00163	Vitamin E	59-02-9	small molecule	vitamin e deficiency	"MESH:D014811	BERN:107455101"
DB00163	Vitamin E	59-02-9	small molecule	cystic fibrosis	"OMIM:219700	MESH:D003550	BERN:106986301"
DB00163	Vitamin E	59-02-9	small molecule	cholestasis	"MESH:D002779	BERN:106984201"
DB00163	Vitamin E	59-02-9	small molecule	liver disease	"MESH:D008107	BERN:254566301"
DB00163	Vitamin E	59-02-9	small molecule	abetalipoproteinemia	"OMIM:200100	MESH:D000012	BERN:107527501"
DB00165	Pyridoxine	65-23-6	small molecule	vitamin b6 deficiency	"MESH:D026681	BERN:107378301"
DB00165	Pyridoxine	65-23-6	small molecule	peripheral neuropathy	"MESH:D010523	BERN:107510401"
DB00165	Pyridoxine	65-23-6	small molecule	nausea and vomiting	"MESH:D009325	MESH:D014839	BERN:263161801	BERN:260970901"
DB00167	Isoleucine	73-32-5	small molecule	antihepatic encephalopathy	"MESH:D001927	BERN:257127201"
DB00167	Isoleucine	73-32-5	small molecule	dyskinesia	"MESH:D020820	BERN:259493901"
DB00169	Cholecalciferol	67-97-0	small molecule	rickets	BERN:257224801
DB00169	Cholecalciferol	67-97-0	small molecule	vitamin d resistant rickets	"MESH:D063730	BERN:107384501"
DB00169	Cholecalciferol	67-97-0	small molecule	hypoparathyroidism	"MESH:D007011	BERN:2171201"
DB00169	Cholecalciferol	67-97-0	small molecule	familial hypophosphatemia	"MESH:D007015	BERN:107274101"
DB00169	Cholecalciferol	67-97-0	small molecule	vitamin d deficiency	"MESH:D014808	BERN:106978801"
DB00169	Cholecalciferol	67-97-0	small molecule	insufficiency	"MESH:D048550	BERN:107488101"
DB00169	Cholecalciferol	67-97-0	small molecule	osteoporosis	BERN:257900501
DB00169	Cholecalciferol	67-97-0	small molecule	chronic kidney disease	"MESH:D007676	BERN:107351201"
DB00175	Pravastatin	81093-37-0	small molecule	coronary events	"MESH:D003327	OMIM:300464	BERN:107000501"
DB00175	Pravastatin	81093-37-0	small molecule	hypercholesterolemic	"OMIM:144010	MESH:D006938	BERN:107435301"
DB00175	Pravastatin	81093-37-0	small molecule	coronary heart disease	"MESH:D003327	OMIM:300464	BERN:107000501"
DB00175	Pravastatin	81093-37-0	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00175	Pravastatin	81093-37-0	small molecule	cardiovascular events	"MESH:D002318	BERN:257597401"
DB00175	Pravastatin	81093-37-0	small molecule	coronary heart disease	"MESH:D003327	OMIM:300464	BERN:107000501"
DB00175	Pravastatin	81093-37-0	small molecule	coronary death	"MESH:D003328	BERN:107478301"
DB00175	Pravastatin	81093-37-0	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00175	Pravastatin	81093-37-0	small molecule	stroke	"MESH:D020521	OMIM:606799	BERN:106966501"
DB00175	Pravastatin	81093-37-0	small molecule	stroke	"MESH:D020521	OMIM:606799	BERN:106966501"
DB00175	Pravastatin	81093-37-0	small molecule	transient ischemic	BERN:259232101
DB00175	Pravastatin	81093-37-0	small molecule	coronary atherosclerosis	"MESH:D003324	BERN:106970901"
DB00175	Pravastatin	81093-37-0	small molecule	cardiovascular events	"MESH:D002318	BERN:257597401"
DB00175	Pravastatin	81093-37-0	small molecule	hypercholesterolemia	"MESH:D006937	BERN:256192501"
DB00175	Pravastatin	81093-37-0	small molecule	dyslipidemias	"MESH:D050171	BERN:106969001"
DB00175	Pravastatin	81093-37-0	small molecule	hyperlipidemia type iia and iib	BERN:254390101
DB00175	Pravastatin	81093-37-0	small molecule	type iv hyperlipidemia	"MESH:D006953	OMIM:145750	BERN:107435601"
DB00175	Pravastatin	81093-37-0	small molecule	familial hypercholesterolemia	"OMIM:144010	MESH:D006938	BERN:107435301"
DB00175	Pravastatin	81093-37-0	small molecule	cardiovascular diseases	"MESH:D002318	BERN:257597401"
DB00175	Pravastatin	81093-37-0	small molecule	dysbetalipoproteinemia	"MESH:D006952	BERN:107413301"
DB00175	Pravastatin	81093-37-0	small molecule	type iii hyperlipidemia	"MESH:D006952	BERN:107413301"
DB00175	Pravastatin	81093-37-0	small molecule	dyslipidemia	"MESH:D050171	BERN:106969001"
DB00175	Pravastatin	81093-37-0	small molecule	atherosclerosis	BERN:267388201
DB00176	Fluvoxamine	54739-18-3	small molecule	depression	BERN:267406001
DB00176	Fluvoxamine	54739-18-3	small molecule	obsessive compulsive disorder	"MESH:D009771	OMIM:164230	BERN:254339601"
DB00176	Fluvoxamine	54739-18-3	small molecule	ocd	"MESH:D009771	OMIM:164230	BERN:254339601"
DB00176	Fluvoxamine	54739-18-3	small molecule	bulimia nervosa	"MESH:D052018	OMIM:607499	BERN:259051301"
DB00177	Valsartan	137862-53-4	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00177	Valsartan	137862-53-4	small molecule	cardiovascular events	"MESH:D002318	BERN:257597401"
DB00177	Valsartan	137862-53-4	small molecule	strokes	"MESH:D020521	OMIM:606799	BERN:106966501"
DB00177	Valsartan	137862-53-4	small molecule	myocardial infarctions	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00177	Valsartan	137862-53-4	small molecule	heart failure	BERN:259728501
DB00177	Valsartan	137862-53-4	small molecule	nyha class ii-iv	"MESH:D008312	BERN:107426901"
DB00177	Valsartan	137862-53-4	small molecule	left ventricular dysfunction	"MESH:D018487	BERN:107392501"
DB00177	Valsartan	137862-53-4	small molecule	failure	BERN:258160501
DB00177	Valsartan	137862-53-4	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00178	Ramipril	87333-19-5	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00178	Ramipril	87333-19-5	small molecule	cardiovascular mortality	BERN:260906401
DB00178	Ramipril	87333-19-5	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
