drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB00093	target	P37288	552	Humans	yes	agonist	17139284|17016423|18655903|11752352
DB00094	target	P23945	2492	Humans	yes	agonist	11299519|7755615|2108722|8319832|8070368|11752352
DB00095	target	O75015	2215	Humans	unknown		17139284|17016423
DB00095	target	P00736	715	Humans	unknown		17139284|17016423
DB00095	target	P02745	712	Humans	unknown		17139284|17016423
DB00095	target	P02746	713	Humans	unknown		17139284|17016423
DB00095	target	P02747	714	Humans	unknown		17139284|17016423
DB00095	target	P08637	2214	Humans	unknown		17139284|17016423
DB00095	target	P12314	2209	Humans	unknown		17139284|17016423
DB00095	target	P12318	2212	Humans	unknown		17139284|17016423
DB00095	target	P31994	2213	Humans	unknown		17139284|17016423
DB00095	target	P31995	9103	Humans	unknown		17139284|17016423
DB00095	target	P20701	3683	Humans	yes	antibody	19170413|17053736|11752352
DB00097	target	P22888	3973	Humans	yes		15967102|12606382|17059863
DB00097	target	P23945	2492	Humans	yes	binder	9027352|17059863|20374735|11752352
DB00098	target	P31994	2213	Humans	yes		12586600
DB00098	target	P05106	3690	Humans	yes		12586600
DB00098	target	P20701	3683	Humans	yes		12586600
DB00098	target	P06126	909	Humans	unknown	inhibitor	17139284|17016423|11752352
DB00098	target	Q95460	3140	Humans	yes	antagonist	12586600
DB00098	target	P42081	942	Humans	yes	binder	12586600
DB00098	target	P01730	920	Humans	yes		12586600
DB00098	target	P05556	3688	Humans	yes		12586600
DB00098	target	P06756	3685	Humans	yes		12586600
DB00099	target	Q99062	1441	Humans	yes	stimulator	17001306|17494858|15949269|17127322|16033816
DB00099	target	P08246	1991	Humans	unknown	other/unknown	14657210|16245075|17311988|17475913|15353486|12393522
DB00100	target	P00734	2147	Humans	unknown		10498586|10499904|10499905|10648407|11019961
DB00100	target	P00742	2159	Humans	yes	activator	1391956|8083242|9079657|10933803|10919405|11752352|659613
DB00100	target	Q07954	4035	Humans	unknown		17139284|17016423|12522212
DB00100	target	P38435	2677	Humans	unknown		14660587|9115224|8506307|9748333|9141486
DB00100	target	P08709	2155	Humans	yes	ligand	10192655|10381508|10498586|10617609|10938981|659613
DB00100	target	P00451	2157	Humans	yes	cofactor	11150722|12719776|12826528|14598591|16476097|659613
DB00100	target	P03951	2160	Humans	yes	ligand	10593931|11342438|659613
DB00102	target	P09619	5159	Humans	yes		18686746
DB00102	target	P16234	5156	Humans	unknown		10070317|7665222|12632922|1702511|14506245
DB00102	target	P01023	2	Humans	unknown		1697862|7541796
DB00104	enzyme	P05164	4353	Humans	unknown	inhibitor	10929949|11020872
DB00104	enzyme	P08684	1576	Humans	no	inhibitor	
DB00104	target	P30872	6751	Humans	yes		16438887|15103227|16625841|16625842|16223973
DB00104	target	P35346	6755	Humans	yes		16809928|16086874|16438887|16625841|16625842
DB00104	target	P30874	6752	Humans	yes	binder	19537708|11752352
DB00105	target	P48551	3455	Humans	yes	binder	17139284|17016423|7584665|11752352
DB00105	target	P17181	3454	Humans	yes	binder	17139284|17016423|10567921|11752352
DB00105	enzyme	P05177	1544	Humans	unknown	inhibitor	12171873|16507380
DB00106	target	P30968	2798	Humans	yes	antagonist	16985933
DB00107	target	P30559	5021	Humans	yes	agonist	20108008|20104850|18655883|15646817|21208749
DB00107	target	P01178	5020	Humans	unknown	binder	17016423|6687626|1486803
DB00107	enzyme	P48147	5550	Humans	unknown	substrate	11495689|3544718|6361010
DB00108	target	O75015	2215	Humans	unknown		17139284|17016423
DB00108	target	P00736	715	Humans	unknown		17139284|17016423
DB00108	target	P02745	712	Humans	unknown		17139284|17016423
DB00108	target	P02746	713	Humans	unknown		17139284|17016423
DB00108	target	P02747	714	Humans	unknown		17139284|17016423
DB00108	target	P08637	2214	Humans	unknown		17139284|17016423
DB00108	target	P12314	2209	Humans	unknown		17139284|17016423
DB00108	target	P12318	2212	Humans	unknown		17139284|17016423
DB00108	target	P31994	2213	Humans	unknown		17139284|17016423
DB00108	target	P31995	9103	Humans	unknown		17139284|17016423
DB00108	target	P13612	3676	Humans	yes	antibody	16268663|16634035|17461891|9389694|11752352
DB00108	target	P05362	3383	Humans	unknown		11752352
DB00109	enzyme	P05181	1571	Humans	unknown	substrate	15656696
DB00109	enzyme	P33261	1557	Humans	unknown	substrate	15656696
DB00110	target	O75015	2215	Humans	unknown		17139284|17016423
DB00110	target	P00736	715	Humans	unknown		17139284|17016423
DB00110	target	P02745	712	Humans	unknown		17139284|17016423
DB00110	target	P02746	713	Humans	unknown		17139284|17016423
DB00110	target	P02747	714	Humans	unknown		17139284|17016423
DB00110	target	P08637	2214	Humans	unknown		17139284|17016423
DB00110	target	P12314	2209	Humans	unknown		17139284|17016423
DB00110	target	P12318	2212	Humans	unknown		17139284|17016423
DB00110	target	P31994	2213	Humans	unknown		17139284|17016423
DB00110	target	P31995	9103	Humans	unknown		17139284|17016423
DB00111	target	O75015	2215	Humans	unknown		1835892|2335478|8097750|2415663|1900882
DB00111	target	P00736	715	Humans	unknown		17139284|17016423
DB00111	target	P02745	712	Humans	unknown		17139284|17016423
DB00111	target	P02746	713	Humans	unknown		17139284|17016423
DB00111	target	P02747	714	Humans	unknown		17139284|17016423
DB00111	target	P08637	2214	Humans	unknown		17139284|17016423
DB00111	target	P12314	2209	Humans	unknown		1828823
DB00111	target	P12318	2212	Humans	unknown		17139284|17016423
DB00111	target	P31994	2213	Humans	unknown		17139284|17016423
DB00111	target	P31995	9103	Humans	unknown		17139284|17016423
DB00111	target	P01589	3559	Humans	yes	antibody	16304857|10607689|16908318|8600944|17564638|19788505|11752352
DB00111	target	P14784	3560	Humans	yes	antibody	12372041|15022409|15814281|2571203|2647626|11752352
DB00112	target	P15692	7422	Humans	yes		11752352|15705858|27329360
DB00113	target	P13688	634	Humans	unknown	other/unknown	12865871|9389396
DB00114	target	Q9BYV1	64902	Humans	unknown	cofactor	17139284|17016423|7592550|6703688
DB00114	target	Q99259	2571	Humans	unknown	cofactor	15381280|11488610|15686475|12535612|12067524
DB00114	target	P35520	102724560	Humans	unknown	cofactor	11948191|12173932|12644499|15196993|15365998
DB00114	target	P35520	875	Humans	unknown	cofactor	11948191|12173932|12644499|15196993|15365998
DB00114	target	Q16719	8942	Humans	unknown	cofactor	14756555|12204580|17300176|11985583
DB00114	target	P34896	6470	Humans	unknown	cofactor	17139284|17016423|7526359|9305893|3143355|10592235
DB00114	target	Q9Y697	9054	Humans	unknown	cofactor	12119030|17469805|16310786|12860127|12196163
DB00114	target	P17174	2805	Humans	unknown	activator	11340119|11888303|12167474|16925884|11752352
DB00114	target	P04181	4942	Humans	unknown	cofactor	17139284|17016423|10592235
DB00114	target	P11926	4953	Humans	unknown	cofactor	12672797|12627959|15476392|12460114|11683631
DB00114	target	Q8N5Z0	51166	Humans	unknown	cofactor	12126930|15016471
DB00114	target	P80404	18	Humans	unknown	inhibitor	14534310|17531224|14567543|16096275|15723541|11752352
DB00114	target	Q9NVS9	55163	Humans	unknown	cofactor	16538088|16207494|17032564|17216302|15772097
DB00114	target	O95470	8879	Humans	unknown	cofactor	15522238|11377878
DB00114	target	P17735	6898	Humans	unknown	cofactor	16570355|16902803|16466641|12441383|12798391
DB00114	target	Q16773	883	Humans	unknown	cofactor	12167474|12850267|16846239|12798391|16463021
DB00114	target	Q8IYQ7	79896	Humans	unknown	cofactor	17139284|17016423
DB00114	target	P06737	5836	Humans	unknown	cofactor	17139284|17016423|17705025
DB00114	target	O15270	9517	Humans	unknown	cofactor	12782147|11726713|11781309|11279212|11171191
DB00114	target	Q9Y600	51380	Humans	unknown	cofactor	15070923
DB00114	target	P19113	3067	Humans	unknown	cofactor	12679420|16547811|16790022|15070923|11980912
DB00114	target	Q96A70	113451	Humans	unknown	cofactor	11980912|15583399|16997906|11168717|17305368
DB00114	target	P20132	10993	Humans	unknown	cofactor	15689518|14596599|14646100|16580895|15155761
DB00114	target	O75600	23464	Humans	unknown	cofactor	11318637
DB00114	target	P23378	2731	Humans	unknown	cofactor	15791207|16228305
DB00114	target	P24298	2875	Humans	unknown	cofactor	14688239|12537583|16179747|15347780|11330835
DB00114	target	Q9Y617	29968	Humans	unknown	cofactor	17139284|17016423|8695645|10024454|16532449|10592235
DB00114	target	P13196	211	Humans	unknown	cofactor	17139284|17016423|7275938|10577279|12686158
DB00114	target	P21549	189	Humans	unknown	cofactor	17139284|17016423|16971151
DB00114	target	Q96GD0	57026	Humans	unknown	cofactor	14522954|11000053|17531224|16336786|16336194
DB00114	target	O15269	10558	Humans	unknown	cofactor	12782147|11781309|11279212
DB00114	target	P32929	1491	Humans	unknown	cofactor	15184188|15823094|17377202|16857832|11578145
DB00114	target	P54687	586	Humans	unknown	cofactor	17139284|17016423
DB00114	target	O15382	587	Humans	unknown	cofactor	17139284|17016423
DB00114	target	O94903	11212	Humans	unknown	cofactor	17139284|17016423
DB00114	target	O95954	10841	Humans	unknown	cofactor	17139284|17016423
DB00114	target	P00505	2806	Humans	unknown	cofactor	17139284|17016423|236311
DB00114	target	P11216	5834	Humans	unknown	cofactor	17139284|17016423
DB00114	target	P11217	5837	Humans	unknown	cofactor	12460107|11052666|11228757|11508701|12217700
DB00114	target	P20711	1644	Humans	unknown	cofactor	17139284|17016423|6983619|7567987|11085948|20403077
DB00114	target	Q59FK2	51540	Humans	unknown	cofactor	15561708
DB00114	target	Q5JAM2	211	Humans	unknown	cofactor	12699240|15251194|12191993|17469798|15840827
DB00114	target	Q5VZ30	2572	Humans	unknown	cofactor	10978228
DB00114	target	Q6P996	102724985	Humans	unknown	cofactor	17139284|17016423
DB00114	target	Q6P996	23042	Humans	unknown	cofactor	17139284|17016423
DB00114	target	Q6YP21	56267	Humans	unknown	cofactor	17139284|17016423
DB00114	target	Q6ZQY3	339896	Humans	unknown	cofactor	17139284|17016423
DB00114	target	Q96I15	51540	Humans	unknown	cofactor	17139284|17016423|10592235
DB00114	target	Q6WRI0	285313	Humans	unknown	cofactor	17139284|17016423|10592235
DB00114	target	Q8IUZ5	85007	Humans	unknown	cofactor	17139284|17016423
DB00114	target	Q8IVA8	2571	Humans	unknown	cofactor	17139284|17016423|16075246|8499653|10978228
DB00114	target	P34897	6472	Humans	unknown	cofactor	15865438|11877399|17482557|17651438|16980404|7526359|9305893|3143355
DB00114	target	P22557	212	Humans	unknown	cofactor	12686158|15251194|14724775|16763894|16121195
DB00114	target	Q8TD30	84706	Humans	unknown	cofactor	17139284|17016423|241701
DB00114	target	Q96EN8	55034	Humans	unknown	cofactor	15561708|16784786|11886751|11553608
DB00114	target	Q96GA7	113675	Humans	unknown	cofactor	17139284|17016423
DB00114	target	Q9GZT4	63826	Humans	unknown	cofactor	16289454|16185077|15306409|12560076|12596860
DB00114	target	Q9HD40	51091	Humans	unknown	cofactor	17194211|11481605
DB00114	target	Q9NUV7	55304	Humans	unknown	cofactor	17139284|17016423
DB00115	transporter	P98164	4036	Humans	unknown		8710919
DB00115	target	Q99707	4548	Humans	yes	cofactor	19904199|18709879|22254022
DB00115	target	P22033	4594	Humans	yes	cofactor	16281286|16305240|16813422|17011224|19904199|22254022
DB00115	target	Q9UBK8	4552	Humans	unknown	cofactor	15979034|15612980|17611986
DB00115	target	Q8IVH4	166785	Humans	unknown	binder	15523652|16697227|29862147|19700356
DB00115	target	Q9Y4U1	25974	Humans	unknown	cofactor	16843692|17431913|16714133|16311595|25820384
DB00115	target	P42898	4524	Humans	unknown	cofactor	11979347|20589617
DB00115	enzyme	Q96EY8	326625	Humans	unknown	substrate	16439175|16410054
DB00115	enzyme	Q05599	1253539	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown	product of	30464241|12195810
DB00115	transporter	Q9BXJ7	81693	Humans	unknown	substrate	16047053|26586110|22254022|15845892
DB00115	transporter	P20061	6947	Humans	unknown	substrate	17259255|16047053|10742986
DB00115	transporter	P20062	6948	Humans	unknown	substrate	15640468|16820193|17068171|16894458|16047053
DB00115	transporter	P27352	2694	Humans	unknown	substrate	15736970|15845892|16567952|10448521|22254022
DB00115	transporter	O60494	8029	Humans	unknown	substrate	15736970|15845892|23539619
DB00115	transporter	P33527	4363	Humans	unknown		23539619|23415653
DB00116	transporter	Q92887	1244	Humans	unknown	inhibitor	9756510
DB00116	target	P34896	6470	Humans	unknown	cofactor	10656824|10998057|11386852|11752472|12668769|10592235
DB00116	target	O95954	10841	Humans	unknown	cofactor	9677387|11488596|10329787|10673422
DB00116	target	P34897	6472	Humans	unknown	cofactor	11386852|11737206|12668769|12686103|12902326|9449840|17651438|17142057
DB00116	target	Q99707	4548	Humans	unknown	cofactor	10978155|11169015|11237340|9398303|9730838
DB00116	target	P42898	4524	Humans	unknown	cofactor	10024094|10196703|10208491|10233370|10893069|17636160|16950805|16929515
DB00116	target	P11586	4522	Humans	unknown	cofactor	11323021|16171773|17533396|12949177|12937168
DB00116	target	P13995	10797	Humans	unknown	cofactor	12949177
DB00116	target	P48728	275	Humans	unknown	cofactor	17139284|17016423|15090517
DB00116	target	O75891	10840	Humans	unknown	cofactor	10395731|10585460|11320079|16627483|16712799
DB00116	target	P31939	471	Humans	unknown	cofactor	12974624|11948179
DB00116	target	Q96DP5	123263	Humans	unknown	cofactor	10781559
DB00117	target	P19113	3067	Humans	unknown		16790022|16960050|17227057|17075268|17191019
DB00117	target	P12081	3035	Humans	unknown		17150756|16741232
DB00117	target	Q99624	10991	Humans	unknown		17139284|17016423|15843493
DB00117	target	P42357	3034	Humans	unknown		17191848|17536021|17185227|17193285
DB00117	transporter	Q8TF71	117247	Humans	unknown	substrate|inhibitor	11278508|11827462
DB00118	enzyme	P05181	1571	Humans	unknown	inhibitor	15763544|20238404
DB00118	target	P35520	102724560	Humans	unknown	activator	11524006|11559709|12163655|12269827
DB00118	target	P35520	875	Humans	unknown	activator	11524006|11559709|12163655|12269827
DB00118	target	Q14749	27232	Humans	unknown	cofactor	11435507|11810299|12221207|12697024|12742526
DB00118	target	P17707	262	Humans	unknown	cofactor	12545203|12974388|15051528|16515461
DB00118	target	P31153	4144	Humans	unknown	cofactor	11596649|12023972|12660248|12671891
DB00118	target	Q00266	4143	Humans	unknown	cofactor	11301045|12060674|12631701|12660248|12671891
DB00118	target	P21964	1312	Humans	unknown	cofactor	20196537|18486144
DB00118	target	Q8N1G2	23070	Humans	unknown		18533109
DB00118	target	Q9HBK9	57412	Humans	unknown		22955273|25349987
DB00118	enzyme	P19623	6723	Humans	unknown	substrate	11870804|12843627|15499902
DB00119	target	Q9BYV1	64902	Humans	unknown		17139284|17016423|2632679
DB00119	target	P80404	18	Humans	unknown	inhibitor	17355287|16435204|11752352
DB00119	transporter	Q8TF71	117247	Humans	unknown	substrate|inhibitor	11278508|11827462
DB00119	target	O15427	9123	Humans	unknown		16213084
DB00119	transporter	O15427	9123	Humans	unknown	substrate	11101640
DB00119	target	P36021	6567	Humans	unknown		16604139
DB00119	target	O15375	9121	Humans	unknown		16604139
DB00119	target	P30613	5313	Humans	unknown		17574881|17547515|16720364|16644726|16365052
DB00119	target	O15403	9120	Humans	unknown		16604139
DB00119	target	O60669	9194	Humans	unknown		16604139|16766717|17556391|16597615|15953344
DB00119	transporter	O60669	9194	Humans	unknown	substrate|inhibitor	10417314|9786900
DB00119	target	P11177	5162	Humans	unknown		16855207
DB00119	target	P14618	5315	Humans	unknown		16132722|17308100|16741870|17587357|16375581
DB00119	target	O15374	9122	Humans	unknown		17275903|16110503|16604139|15953344|16213084
DB00119	target	O95907	23539	Humans	unknown		16514190
DB00119	target	P53985	6566	Humans	unknown		17583564|16110503|17606506|16213084|16326938
DB00119	transporter	P53985	6566	Humans	unknown	substrate|inhibitor	9374487|9639576|9786900
DB00119	target	P11498	5091	Humans	unknown		16505973|16575559|16740637|16765071|17008113
DB00119	transporter	Q92959	6578	Humans	unknown	inhibitor	11997326
DB00120	target	P17735	6898	Humans	unknown		9356140|2890101|16666560|11299302
DB00120	transporter	Q8TF71	117247	Humans	unknown	inhibitor	11827462|11278508
DB00120	target	Q9UHI5	23428	Humans	unknown		12101005|10574970|12930836|9349567|12498902
DB00120	target	Q9Y285	2193	Humans	unknown		17139284|17016423|16969782|16338408
DB00120	target	P00439	5053	Humans	unknown		12056888|2975336|10203136|9642259|12379147
DB00120	target	O95363	10667	Humans	unknown		17139284|17016423|16969782|16338408
DB00120	target	Q9NSD9	10056	Humans	unknown		16338408
DB00120	target	P07101	7054	Humans	unknown	binder	1973034|16581181|12565907|6621777|9642259|11752352
DB00121	target	P11498	5091	Humans	unknown	cofactor	17008113|17297119|17659996|17478118|17316367|16772434
DB00121	target	P05166	5096	Humans	unknown	cofactor	17139284|17016423|15623830|9311592|14997352|16772434
